"[array length","[loops]","[real time]"
"11","22368232","6383703000"
"11","13246492","3360359600"
"11","8400749","2336108500"
"11","13660156","5593965300"
"11","3642598","1740275500"
"11","37312918","15079727500"
"11","16240952","5926417100"
"11","6513829","2490721600"
"11","12445719","4886797000"
"11","7294270","2791116900"
"13","-1487169218","1234910072400"
"13","450784727","2142501454300"
"13","1039389610","490790780000"
